dist_for_fit	mean	var
770000	0.0008986553973238013	3.380616291200148e-07
775000	0.0009028191947465732	3.490043499867828e-07
780000	0.0008959810121854241	3.6156946067499037e-07
785000	0.0008995306326924854	3.672250066516509e-07
790000	0.0008824941961674761	3.239041760895507e-07
795000	0.0009007873495985829	3.2868552344221523e-07
800000	0.000871613830347407	2.972129094817678e-07
805000	0.0008795317877821834	3.213996108350014e-07
810000	0.0008929857711971529	3.566491711871864e-07
815000	0.0008623262483762872	3.1582363984190787e-07
820000	0.0008763230020624076	3.1253985727050296e-07
825000	0.0008556665967159145	3.2613260406980223e-07
830000	0.0008538706947640553	2.894982024860046e-07
835000	0.0008641147160341036	3.6565924659416786e-07
840000	0.0008710338240047411	3.4098271363971366e-07
845000	0.0008529915377031646	3.3441413379486345e-07
850000	0.0008559108658911585	3.5280336417613845e-07
855000	0.0008461869859316944	2.932321573456886e-07
860000	0.000835522093692156	2.8186999265633665e-07
865000	0.0008467628717616332	3.163576082388776e-07
870000	0.0008278547643355564	3.0342369790900624e-07
875000	0.0008410083481939177	3.307092619883374e-07
880000	0.0008337703390771988	3.1634170790125755e-07
885000	0.0008215233168689354	3.113330344408739e-07
890000	0.0008299152078716284	3.045260258717615e-07
895000	0.0008205932627679846	3.0983818244132444e-07
900000	0.0008118656926195993	2.958703257397621e-07
905000	0.0008206970241060784	3.0683310978700293e-07
910000	0.0008138318607235484	3.107987530126814e-07
915000	0.0008107816961547335	2.891631090826197e-07
920000	0.0008183215713935126	2.991581921136367e-07
925000	0.0007936644830163031	3.048448096241659e-07
930000	0.0008003886702830076	2.9964595906177884e-07
935000	0.000796587768893183	2.7563631265465404e-07
940000	0.0007997860798836388	3.148695646843646e-07
945000	0.0007843696186578505	2.7183603192131597e-07
950000	0.0008006587208286894	3.028149995689872e-07
955000	0.0007977742032727307	2.827252902985276e-07
960000	0.0008086812696944105	3.4763231850873327e-07
965000	0.0007993037988074277	2.992787433371719e-07
970000	0.0007864898818391255	3.2367233020543394e-07
975000	0.0007917374193725873	2.98584806240139e-07
980000	0.0007699552424398443	2.668243001284927e-07
985000	0.0007764297060643608	2.7418843771265005e-07
990000	0.0007927464066219493	3.369151733873153e-07
995000	0.0007694002913651859	2.8095736348894417e-07
1000000	0.000759340431421827	2.268765401766284e-07
