mean	var
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
8.531748078409642e-05	9.462794285548063e-08
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.000138507066645254	2.493946976387469e-07
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
3.1812902906004804e-05	1.3156790286989555e-08
6.362580581200961e-05	5.262716114795822e-08
9.543870871801441e-05	1.18411112582906e-07
0.00012725161162401922	2.1050864459183288e-07
0.000159064514530024	3.289197571747387e-07
0.00019087741743602883	4.73644450331624e-07
0.00022269032034203369	6.446827240624885e-07
0.0002545032232480385	8.420345783673317e-07
0.0002863161261540432	1.0657000132461537e-06
0.0003181290290600481	1.315679028698956e-06
0.0002545032232480385	8.420345783673317e-07
0.00019087741743602883	4.73644450331624e-07
0.00012725161162401922	2.1050864459183288e-07
6.362580581200964e-05	5.262716114795824e-08
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
2.15157824572519e-05	6.018075631721253e-09
4.3031564914503815e-05	2.4072302526885022e-08
6.45473473717557e-05	5.416268068549126e-08
8.60631298290076e-05	9.628921010754005e-08
0.00010757891228625951	1.504518907930313e-07
0.0001290946947435114	2.1665072274196504e-07
6.45473473717557e-05	5.416268068549126e-08
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
6.0805004295412494e-05	4.806423111574671e-08
0.00012161000859082499	1.9225692446298685e-07
6.0805004295412494e-05	4.806423111574671e-08
0.0	0.0
0.0	0.0
0.00015206734157629533	3.006181928630619e-07
7.603367078814767e-05	7.515454821576547e-08
0.0	0.0
0.00015485742501684352	3.117506870770151e-07
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0001841859217606115	4.410178990724791e-07
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
3.3661728382612155e-05	1.4730455450161842e-08
9.940568527172859e-05	6.798255077033421e-08
0.00016514964216084505	1.731367879777834e-07
0.0004602105176882095	5.415175716399139e-07
0.00029663755593907785	5.391516880545119e-07
0.0001604111425325213	3.345125504316553e-07
0.0002069878106022428	5.569713985928292e-07
0.0	0.0
0.0002784365867416621	1.0078501268725126e-06
0.0005568731734833242	4.03140050749005e-06
0.00046406097790277	2.799583685756978e-06
0.00037124878232221614	1.791733558884467e-06
0.0002784365867416621	1.0078501268725126e-06
0.00018562439116110807	4.4793338972111676e-07
9.281219558055404e-05	1.1198334743027919e-07
0.00014819487701876781	2.8550238046990033e-07
0.0004531135126031343	1.307187454732805e-06
0.0004616423941499651	1.2249220094012918e-06
0.0001876889352792858	2.742633461615285e-07
6.193035342737428e-05	4.985979278331335e-08
0.0001801933365334097	1.9932238487576696e-07
8.222431579935348e-05	8.78908954127335e-08
6.16682368495151e-05	4.9438628669662585e-08
4.111215789967674e-05	2.1972723853183375e-08
2.055607894983837e-05	5.493180963295844e-09
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
4.342458095759263e-05	2.451402500745272e-08
0.0	0.0
0.0	0.0
0.0	0.0
9.390672596511496e-06	1.1464015135933359e-09
1.8781345193022992e-05	4.5856060543733434e-09
2.8172017789534498e-05	1.0317613622340022e-08
3.7562690386045984e-05	1.8342424217493374e-08
4.695336298255751e-05	2.8660037839833407e-08
5.6344035579068996e-05	4.127045448936009e-08
0.00012325209914006526	9.16191497696293e-08
0.00024497868119917056	2.4633195979686395e-07
0.00019415309036482144	2.305899817181952e-07
9.390672596511501e-05	1.1464015135933366e-07
7.67266582542557e-05	7.316243687330834e-08
5.9546590543396473e-05	4.104289740554613e-08
4.23665228325372e-05	1.828153295604691e-08
2.5186455121677933e-05	4.8783435248106946e-09
8.006387410818668e-06	8.333291118375036e-10
0.0007863873795128787	2.776262729396378e-06
0.000619491549931309	2.2116659260763505e-06
0.0003855506573503268	7.766550481296337e-07
0.00015160976476934454	1.4913767030422325e-07
7.35789531555617e-05	3.17555721762632e-08
0.00010072008004359091	5.6719867568863914e-08
0.00012786120693162006	9.000369247178282e-08
0.00015500233381964928	1.3160704688502015e-07
0.00011809080285156073	5.716472912386806e-08
8.117927188347216e-05	4.722870187178253e-08
5.420049454012781e-05	1.7687476901598738e-08
0.00018189647809275502	3.122279208925986e-07
0.0002381780002958	2.7188298130781716e-07
0.00016603672714873166	1.3162396029749896e-07
0.00020111570266594656	1.8844831080579296e-07
0.0001450949365295027	9.897399793392268e-08
0.00031949148994190777	6.99181018095191e-07
0.00024808627062157334	4.4329633020944e-07
0.00023394236294544893	2.7673990778100017e-07
0.00024672148816205287	2.533215962043368e-07
0.00025950061337865686	3.7552711962566423e-07
0.0002722797385952608	6.433564780449823e-07
0.000912926419439275	5.01352019220694e-06
5.6842322021784207e-05	2.847431756279516e-08
0.00033720668202415335	9.950922499469057e-07
0.0005803371350443735	1.9726602754650734e-06
0.00026585629488002526	5.23945522603931e-07
0.00016968803342257903	1.5312252292258506e-07
7.351977196513281e-05	4.118676198214837e-08
7.685526195380253e-05	4.4130510843010854e-08
8.019075194247227e-05	4.720801302953728e-08
8.352624193114198e-05	5.041926854172765e-08
8.686173191981169e-05	5.376427737958198e-08
9.01972219084814e-05	5.7243039543100216e-08
9.353271189715113e-05	6.085555503228248e-08
3.121582511710778e-05	1.2667560590644141e-08
6.006057598455351e-05	2.1882334987049337e-08
8.890532685199918e-05	5.0096756008900255e-08
8.100018084130706e-05	3.9832646968232426e-08
6.448414767775882e-05	2.5927417628141262e-08
0.00026761465362530644	4.13279987641009e-07
0.00021478424295278239	2.643843244782796e-07
0.0001474595324264358	1.5629889021841588e-07
0.00015380561712950052	9.387872717626957e-08
0.00015352630837719758	6.030966932255133e-08
0.00014961405545720863	9.238227974167399e-08
0.00011199308470940679	7.616582466284813e-08
0.0002019124897191907	1.6151814232064648e-07
9.799851194821893e-05	5.8257017899351895e-08
0.00018411939774045676	1.5897426515905078e-07
0.00015241121832868174	7.420554534291707e-08
5.8963225221203596e-05	4.519660507032294e-08
0.0003304461501154421	5.551670688914773e-07
0.000544499900698116	1.9598736850062107e-06
0.0005866480548305555	1.943427066117528e-06
0.0005917167125426751	1.8086379796478497e-06
0.000567761306094225	1.7292314814111452e-06
0.000573412767122994	1.7080239921753667e-06
0.0005238094286598653	1.6097463346955366e-06
0.0005218439045806931	1.5178468468544902e-06
0.0005373462298326134	1.5382934198184762e-06
0.00047184196723608297	1.4792003659840853e-06
0.00046880466212143653	1.3745191001705206e-06
0.00043709990399748124	1.2850916760814918e-06
0.00044375007273571786	1.1970678686691828e-06
0.0004703097455189102	1.1767673706857785e-06
0.0003842157290044674	1.1211456770535928e-06
0.000392378624344386	1.0830943550114729e-06
0.0003987000369170587	9.93032316595938e-07
0.00044630143191047485	9.828121465547623e-07
0.0003816427899651912	8.756749105868861e-07
0.00041928636363408123	8.421309890380877e-07
0.000618902771856834	8.859284763432042e-07
0.0005209496737224987	7.492689070032061e-07
0.0004786355035658208	7.051381185873642e-07
0.00036964290590374286	6.658079893354983e-07
0.0004138594526379738	6.258922958811874e-07
0.000501855939344209	5.905400289124138e-07
0.0004772388103577892	5.945256345761999e-07
0.00052260849263562	6.790626542244558e-07
0.0005021253054275898	6.236794554959294e-07
0.0005652560543760026	6.500304466921687e-07
0.0006069032142592938	5.428110226393655e-07
0.0005428293025040522	4.418071028620996e-07
0.0005187639471095095	4.245369338496973e-07
0.0006036341241879458	4.2427051491276317e-07
0.0005558785763978821	4.585569534551e-07
0.0007065002737080369	4.900159525735507e-07
0.0005594916428650315	5.303630004361897e-07
0.0006812723301606797	6.654695875144144e-07
0.0007165485262983368	5.973329100301845e-07
0.0005378112241643843	5.128836156789183e-07
0.0005964789083653441	5.788386807166541e-07
0.0005347228479699899	6.371942853746132e-07
0.0006125079319797823	8.791982503921885e-07
0.00035836023238111945	5.873270621011772e-07
0.0005776922534067311	8.252934956900764e-07
0.0005314397310340021	1.1059768203767375e-06
0.0005244030848508462	9.775687488580305e-07
0.0005572243445103532	9.695058853637158e-07
0.0004700003027412964	8.957291988459747e-07
0.0007549745782439619	1.5617469255707368e-06
0.0005242863931526401	1.1219377697563141e-06
0.0005790682326131211	1.0568562691538719e-06
0.0009283930409600526	1.4911449387978027e-06
0.0008044144996917097	1.4891807963037855e-06
0.0005887952224324287	1.2798068968003024e-06
0.000833107568688632	1.3928143053964302e-06
0.0006262349285097724	1.2548574364575344e-06
0.000838675592532219	1.6124374679742612e-06
0.0009278519832581676	2.034274385438493e-06
0.0010449708447930342	2.7345552476922724e-06
0.0008768610297165951	1.2542776766237016e-06
0.0005968775611597545	1.215167791797659e-06
0.0009794432794370906	2.560766944749781e-06
0.0008627026310898029	1.3732867297276103e-06
0.000741847512434608	1.7086422878600438e-06
0.0007165588435242038	2.3894748224083238e-06
0.00046613361272962125	5.92452416207791e-07
0.00038016873549893835	5.332641655705957e-07
0.0005765261483103968	7.412361291880968e-07
0.00047420702741061006	6.887442212145007e-07
0.0006812039526930986	1.238196295915169e-06
0.000843213954907626	3.124835238406437e-06
0.000984351958959084	3.399255913886394e-06
0.0008592783168970644	1.3641265640112247e-06
0.001543679115738461	3.0286099382064744e-06
0.0010877701350230997	2.05332436482672e-06
0.000995909830734585	1.8541425167990987e-06
0.0007977026080940638	1.0867475368279054e-06
0.001178297722037724	2.6144942436150375e-06
0.001188124434182724	2.9415686881826587e-06
0.0010835969612308517	2.4303391841447597e-06
0.0010172658249167313	2.525415351315432e-06
0.0012169127948302616	2.0901910942661856e-06
0.0009804451336680208	2.5036786830381763e-06
0.0013238225700713975	1.6728506859706356e-06
0.0009600456898877952	1.540943517734101e-06
0.001368590035169678	1.7650804839387466e-06
0.0011818623657886198	1.2717374898323655e-06
0.0013440243053922693	1.6101966617244918e-06
0.0011816784804622158	1.6834182017120806e-06
0.0011387261641008276	1.4166596557121925e-06
0.0014513292244576878	1.280704467181215e-06
0.001350494004652946	1.3086362450852614e-06
0.0018581300172698194	3.1509282943556786e-06
0.001323374124522487	2.36959109143797e-06
0.001693448705301488	2.043931935851879e-06
0.001975616741083367	2.80663971073094e-06
0.0015344868009766269	1.3838174017910533e-06
0.0017909703699494025	1.6434058481488265e-06
0.0018500672097643924	1.578649113560313e-06
0.0019282136129653727	1.7270955486215724e-06
0.002197421508416803	2.699665895697635e-06
0.0025221037989835906	3.031142583601791e-06
0.002121975198575124	2.8612939012430576e-06
0.0029278685453970484	5.067963380328284e-06
0.0025836518694027865	5.4288626003718505e-06
0.002207626573313017	4.3269658320721485e-06
0.0020440389245802103	2.9313613285654507e-06
0.0027334585836315513	8.07893112230896e-06
0.003105745101790183	7.401411107761006e-06
0.0031316672050324974	8.49937215427212e-06
0.0042374619644751175	1.0186579300657696e-05
0.0043228711639054715	5.56189244980653e-06
0.003924390284849952	2.273303718341974e-06
0.0028847399040444555	4.147476996450673e-06
0.003520083693514374	6.470124705136902e-06
0.0033916129664123425	6.293883311020708e-06
0.003611145373475086	7.1137501177446705e-06
0.0031935205435070627	7.389488433733222e-06
0.0036407182159871126	5.859680797502773e-06
0.004703042400770859	9.383927296393068e-06
0.005127178688499861	1.1569314323278211e-05
0.004946414394947276	1.1571397529464142e-05
0.005852000704874138	1.887466406193678e-05
0.005903954409218863	1.6754687309536104e-05
0.006579620027490258	1.8184638604992645e-05
0.0074574230219913345	2.093082582288649e-05
0.009016349831762189	2.9872590795507403e-05
0.010799906490889178	1.3934510223570642e-05
0.014228214271785174	5.36796459139336e-05
0.020898819401582745	0.00014056944437089723
0.02820737369599185	0.00026004796708953515
0.06744988472959602	0.0003772457097504202
0.14925625421414282	0.0011979249006263662
0.07724198507234373	0.001990531122854373
0.05390021877046725	0.0015827188379291732
0.038687511307891116	0.0009561254055780659
0.026547825723925472	0.0005093230659865909
0.01982383901050316	0.00018952185647133082
0.013438675523215786	0.0001128470179372235
0.009951121012505951	4.985075459937663e-05
0.007585188915756729	1.602694354756825e-05
0.005513361877409714	1.5908362549465897e-05
0.00492429953551743	8.176261781449544e-06
0.006212459090160729	6.784181540808393e-06
0.006264448538486354	2.647745710558143e-06
0.005103446473970744	2.2976019217003416e-06
0.004599852920162249	4.35581379637773e-06
0.003481786230157176	7.395934706112129e-06
0.0027208063068674924	5.551270469756224e-06
0.0023559762458446906	4.893383310586896e-06
0.0031895558863978372	4.375795390302302e-06
0.00345775945944673	3.970509437758815e-06
0.004741988126670828	8.189231698793319e-06
0.004108944693354707	7.097922112760815e-06
0.003233106476091519	4.9619512964164425e-06
0.0029368342436369064	3.581290557490857e-06
0.0036729049080736517	6.9017554901049735e-06
0.0030905975427673368	4.571481253748136e-06
0.0027769668169550445	3.2172438206565086e-06
0.0022677673461746935	3.1599540679757266e-06
0.0019839267175685046	3.0792494361667963e-06
0.001667332747051105	2.6395467880761108e-06
0.0018346308506866267	3.132173427958207e-06
0.0021529751985795674	3.3682587448087435e-06
0.0020936333120134764	2.5682401794555953e-06
0.002544177954909093	1.0991679432949806e-05
0.002400460869858329	1.0553696663454368e-05
0.0027791263753501267	1.3568428169031532e-05
0.003005715372392551	1.7413261583712174e-05
0.0013475207872613866	1.5915311328551602e-06
0.0018630133170097337	4.387562776186953e-06
0.0016903591259711053	2.785549936718591e-06
0.0027942495814546756	3.0637804298347076e-06
0.002095790075341709	2.9244640231601025e-06
0.0013458980344596813	1.529668716606195e-06
0.001088134361255718	1.4318319662811246e-06
0.0024572812920557086	5.745085899057625e-06
0.0019754415731826017	2.489521930777589e-06
0.001693436237634812	1.6534755818631052e-06
0.0014428736184364333	7.735193310969639e-07
0.0011821601822112257	2.9426606451562146e-06
0.0016726826464925782	3.4000869990187836e-06
0.0017154912603636822	1.4928949686749045e-06
0.002301372300399168	5.840128671668043e-06
0.0025424524037256538	1.2873402539914013e-05
0.0011659096794003065	2.517788195867488e-06
0.0014049437437663127	4.118032868944675e-06
0.0011492200386081953	2.552040089600905e-06
0.0012355688331235984	1.8584793469151282e-06
0.0011041251451025416	9.491309194872316e-07
0.0009747920279201777	1.0974139636573425e-06
0.0010166557067610826	1.1766032399844326e-06
0.0005792081487056679	4.0430069732348964e-07
0.000695602540733791	3.0751721084899593e-07
0.0006329054354819826	5.276353670760158e-07
0.0006758946100774661	5.032059680254747e-07
0.0008145027510897236	5.579218487231617e-07
0.0010078340736997427	1.3924266053686006e-06
0.0014680963857531307	3.35749903822409e-06
0.0012258774413805376	5.4051498197557996e-06
0.0016297506380108955	8.76032471272246e-06
0.0019107771532041072	1.2815729926096874e-05
0.0013579068994228518	5.254739987235127e-06
0.001139373384533982	1.978895376101489e-06
0.0007764700312955979	1.2071563400035223e-06
0.0010358517631792598	1.935330474618027e-06
0.0007061038088570775	5.562519631298222e-07
0.0007617125499780405	1.4658369403227002e-06
0.0009214451419552305	2.0148623811498505e-06
0.0012362744608675532	2.028175238756907e-06
0.0007320811173302475	9.088586097030302e-07
0.0008263152759027355	1.6124283374674508e-06
0.0009053975737115354	1.4761596813197368e-06
0.0008614011914880556	1.5498066301451307e-06
0.001006716693868781	8.109207255696796e-07
0.0011259296391058662	2.0659970827142673e-06
0.0014358984976932	7.37155505944524e-06
0.001812730485418596	1.6176784270915757e-05
0.0019166041097991734	1.4875521144421392e-05
0.0019208182694737206	1.383422491961946e-05
0.0020702072977640787	1.2482194825094136e-05
0.0018099856146066224	1.1420635229482238e-05
0.0010722674281357812	3.0546471469874846e-06
0.0006894496262202934	4.704398243800929e-07
0.0004608245957511073	2.5899656316877857e-07
0.0006858644147245594	7.363368936401099e-07
0.0007520248353823972	8.464023558172779e-07
0.0008277139662006988	1.2967839447902233e-06
0.0007117493353116438	6.920372426876261e-07
0.0008531258100143592	1.082630801626928e-06
0.0007901060913080632	5.789422177200144e-07
0.0005717394764260664	3.84895219366334e-07
0.0006187868156317499	4.7603379581708854e-07
0.00047822950078805723	3.718104323263037e-07
0.0005246827993102801	3.606307165359001e-07
0.0004651614316135797	6.778349159332113e-07
0.0005141534466086152	4.763844312039036e-07
0.0003125012778981219	2.1893286277348939e-07
0.0003677462804129926	1.4777825390187275e-07
0.0006193026599186373	4.411075051382895e-07
0.00036882613598734963	2.4079952054724384e-07
0.0006897301820035706	6.136762526341217e-07
0.0002048553067206836	9.443876686769072e-08
0.0005063382251494943	3.3516516001597734e-07
0.0006162074475105482	4.669661690566727e-07
0.0005683841705701251	3.9080805884366603e-07
0.0005036937991075672	2.361836567255664e-07
0.00023530978710161734	1.0024291829122459e-07
0.00026082620508148687	1.278643418685855e-07
